id	codeFrame		1.0	2.0	3.0	4.0	5.0	6.0
374719	2_6_Pos	0.268927922893848						
18852896	4_5_Pos	0.14323582099834437						
988159	1_8_9_Pos	0.2731269996793523						
96385	2_6_Pos	0.1067905694701519	0.4574608385043425					
248846	4_5_Pos	0.29715061058344594						
1183512	2_6_Pos	0.16087280309778698						
203141	2_6_Pos	0.1969394547644485				0.4443403813621865		
395801	2_6_Pos	0.0773409098722437						
1175524	1_8_9_Pos	0.1869811630874014						
1062880	11_Pos	0.01792420983033684			0.8526804091413882			
210583	2_6_Neg	6.112701369148707E-5	0.9564176743751426		0.919695382886028			
584715	10_Pos	0.06598152932948609			0.6324073924506379			
1701056	4_5_Pos	0.0031754129226031318				0.3900453983770112		
1206570	4_5_Pos	0.14512369691491953			0.6121593291404611			
1126910	4_5_Neg	0.22521946430152798						
117828	2_6_Pos	0.3152212721591142						
14442896	4_5_Pos	0.3000156600866703						
418965	1_8_9_Pos	0.15364716518723373				0.43769892895867407		
526543	1_8_9_Pos	0.27300050284177785		0.41779182024635736				
1344777	10_Pos	0.17682346504000504	0.6201639693803653					
224356	2_6_Pos	0.042838784057536675						
1176616	1_8_9_Pos	0.2046583203127786						
1345916	7_Pos	0.3584240878880612						
788208	4_5_Pos	0.048448647751783744		0.5354371758579247				
371531	2_6_Pos	0.22210644978042157						
1060171	4_5_Pos	0.05418549548458153			0.532697165310132			
88816136	3_Neg	0.1842769369030483						
986355	4_5_Pos	0.12594075583945114						
4583305	4_5_Pos	0.16114483071583816			0.39673913043478265			
59732896	4_5_Pos	0.26582080423310533						
419114	11_Pos	0.19804529726881173			0.7397225361733528			
674413	1_8_9_Pos	0.0166422891633914	0.5312854552009472		0.8983162872182873			
1327040	10_Pos	0.052576545843247884	0.7801069632854354					
1701145	4_5_Pos	0.09281551730942515			0.39445108328570694			
99921	4_5_Pos	0.011861031864666772			0.8544908038823631			
745774	1_8_9_Pos	0.3502253278920115						
55212378	4_5_Neg	0.25523187274617065						
1031686	1_8_9_Pos	0.1981466807650033						
228802	1_8_9_Pos	0.18391923792321604						
1154379	11_Pos	0.1646296240337303	0.8125976965416797					
867444	4_5_Pos	0.2893292682926831						
8029179	4_5_Pos	0.3630451415455237						
654689	2_6_Pos	0.35583234189353						
201577	2_6_Pos	0.04065181478767896	0.48673821436798564					
23012881	3_Neg	0.37069130976962505		0.4039525379966682				
423129	4_5_Pos	0.06206625042887961						
178522	4_5_Pos	0.29125996265053283						
122916136	3_Neg	0.16146512533116797		0.6280516170959605				
154042	11_Neg	0.006105119205478539				0.5731485062599592		
129712378	4_5_Pos	0.3540252182347233						
1142318	1_8_9_Pos	0.010774154613151222			0.7518135519381319			
379602	4_5_Pos	0.0035564208336876504			0.4228830953781763			
129362881	3_Pos	0.24373453019381364	0.7090886072215135					
647992	4_5_Pos	0.044081118057614235			0.6745446468236342			
114690	1_8_9_Pos	0.26036448051110583	0.49841345015391914					
1272670	2_6_Pos	0.24411676823082015						
1100024	4_5_Pos	0.057149567463889946		0.485826739612184				
922180	7_Pos	0.23849689491521123						
643336	4_5_Pos	0.2677832900845331						
35813305	4_5_Pos	0.27003699136868087				0.4114524563078299		
719171	7_Neg	0.01219647109750765						0.5418341841494607
1290852	4_5_Pos	0.007646175033125758			0.6541162279757006			
111815	10_Pos	0.24130997724188394						
1127140	1_8_9_Pos	0.03355132720810727				0.40156062099796896		
1222558	4_5_Pos	0.35401308118559127						
1047341	4_5_Neg	0.19525077617118233						
662807	11_Pos	0.05722799401166946			0.8368297500649559			
208853	10_Pos	0.008024425316539664	0.4407815123529661					
106852	2_6_Pos	0.30136251608169173						
1226147	10_Pos	0.15025834636281432						
1336019	11_Neg	0.31141669221240015						
337480	2_6_Pos	0.25938960216421164			0.532272354552745			
1182849	2_6_Neg	0.05615017552148872				0.7581851624251231		
602796	4_5_Pos	0.23884329939272617						
370040	11_Pos	0.26213241501157797						
1188670	2_6_Pos	0.11798312651081005				0.4793900799125775		
1009405	4_5_Pos	0.2766304721734232			0.40996702632831206			
193506	2_6_Pos	0.1379164476804552				0.6994493012401773		
93123	4_5_Pos	0.23560019822151512						
209347	10_Pos	0.17682346504000504	0.6201639693803653					
400948	4_5_Pos	0.34203584742232374						
1164778	4_5_Pos	0.36528786412429143			0.39673913043478265			
1047820	4_5_Pos	0.16114483071583816			0.39673913043478265			
125865	2_6_Pos	0.06641284623170318	0.563800655875501					
1307704	2_6_Pos	0.34087087757358636						
681510	7_Pos	0.04788794967941011		0.8292300941862529				
1148856	4_5_Neg	0.24927944540012537						
919776	7_Pos	0.26273275880918895		0.3871089132922087				
303953	10_Pos	0.33407983083822934	0.53011961470667					
980867	4_5_Pos	0.21295733560228508						
190442	10_Pos	0.005569121835218354	0.6736674882547787					
867655	4_5_Pos	0.042979549604746245						
87661	1_8_9_Pos	0.009861271801042706			0.45695041244487666			
132952881	3_Pos	0.24373453019381364	0.7090886072215135					
803305	2_6_Neg	0.23274870696583505				0.5648235960453036		
397718	2_6_Pos	0.29552990605281476				0.38403224434382377		
1325217	4_5_Pos	5.716594038409802E-4			0.5382870107770817			
170784	4_5_Pos	0.020803535093415385			0.3944510832857065			
792903	2_6_Pos	0.06542442165183933						
158916151	4_5_Pos	0.13793990163407283			0.7474402730375426			
890024	4_5_Pos	0.022499455224105055			0.9091078783737853			
398635	2_6_Pos	0.2718203768736305						
1048477	4_5_Neg	0.23470381655470182	0.484874811561269					
46992896	4_5_Pos	0.03651377953322634			0.6196697393726376			
116619	4_5_Pos	0.05418549548458153			0.3944510832857065			
1290858	11_Pos	0.23042812922050443						
209825	2_6_Pos	0.22911087049348344						
1308874	2_6_Pos	0.2500593394032728						
1205999	4_5_Pos	0.11791386145416469			0.3944510832857073			
1060696	4_5_Pos	0.3192665951765216						
310820	2_6_Pos	0.1969394547644488				0.4443403813621865		
116710	4_5_Pos	0.17726923948125534			0.37809706416992456			
135912378	4_5_Pos	0.2534172271642439		0.5392291591154884				
837884	10_Pos	0.003448888599427496	0.8837278707281508		0.7900311522445594			
1338045	2_6_Pos	0.11798312651081005				0.4793900799125775		
1154604	4_5_Pos	0.3498028859880688						
450670	4_5_Pos	0.32145484569257077						
975081	7_Pos	0.3097229878551732			0.5677276509328857			
896398	4_5_Pos	0.3113609926328028						
188223	7_Pos	0.24707199714432873		0.7948040245550968				
196464	1_8_9_Pos	0.22963291855777776						
96486	4_5_Neg	0.23470381655470182		0.4346268481185144				
8719179	4_5_Pos	0.2883144321108483						
1661512	4_5_Pos	0.09711722977530514						
1187802	4_5_Pos	0.3297146049454218						
974936	2_6_Pos	0.12225265549288275			0.6539149060016035			
185412378	4_5_Pos	0.17846876701078218						
795432	10_Pos	0.24130997724188394						
191924	2_6_Neg	0.03467258122996165	0.4526515041312965					
236621	4_5_Neg	0.2319101438682557						
191844	10_Pos	0.17972875750833528				0.41678040623430335		
607372	11_Neg	0.002903355882854				0.9218113517527082		
588799	4_5_Pos	0.17726923948125534			0.37809706416992456			
270054	2_6_Pos	0.03458990248667494	0.7247841175742121					
137912378	4_5_Neg	0.3467203821874136			0.41269864509848003			
1024731	4_5_Pos	0.165672553754836						
1177427	4_5_Pos	0.21824244689108022						
1675755	4_5_Pos	0.37041825744361667						
1699970	3_Pos	0.00769076664222552	0.38627007162895655		0.5587589926837971			
1182504	4_5_Neg	0.011376440784065193						0.5770851613629281
1156680	4_5_Pos	0.031671415158492595			0.9404186795491144			
192371	7_Pos	0.06703087433594826		0.5678014550706206				
1202781	4_5_Neg	0.24194968667595906						
924163	3_Pos	0.0625697027419313	0.9761065994143593					
604779	7_Pos	0.27420187686715886						
1626639	3_Pos	0.26525342528785417	0.5238185219478092					
647294	2_6_Pos	0.0685290941332005				0.5160237748470796		
1010710	2_6_Pos	0.1385353362253905	0.3778228511326996					
932896	4_5_Pos	0.08036937218703404			0.7308564724286256			
314615	2_6_Pos	0.029983624487504783	0.7494355454270835					
810451	1_8_9_Pos	0.2296342061031101						
44672896	4_5_Neg	0.07668477897197126					0.3954995270736346	
420690	1_8_9_Pos	0.1611549156039578						
1154503	2_6_Neg	0.3048522978772323						
864009	4_5_Pos	0.2797625640667023						
642913	1_8_9_Pos	0.3393697087638016						
388204	10_Pos	0.3516785611514796						
236234	10_Pos	0.36920261163777						
101969	4_5_Pos	0.15281957346591657						
14082881	3_Pos	0.03700671161917829	0.9874751254837921					
116052	7_Pos	0.0807467605227038		0.46783874435509215				
113469	10_Pos	0.009225608361296756	0.673522315052145					
289081	2_6_Neg	0.04754878096174736				0.539369507122185		
100849	10_Pos	0.3441768174570712						
145116151	4_5_Pos	0.16514789579197683						
1217287	11_Neg	0.3592089195447995						
91296	10_Pos	0.009214263099847598	0.41279214570540407		0.5693619523912928			
1700169	3_Pos	0.06572786835732633	0.8439196537864782					
1141830	4_5_Pos	0.29304821090824873						
180486	4_5_Pos	0.32145484569257077						
138962881	3_Pos	0.08921931988665494	0.9629187258302107					
92008	4_5_Pos	0.22730879204778567						
1020635	4_5_Pos	0.32145484569257077						
110191	2_6_Pos	0.24982857148124332						
798329	3_Pos	0.33432920163411406						
1047147	4_5_Pos	0.1039848917738083						
1030700	1_8_9_Pos	0.27372944485190426		0.4384912691929543				
1326440	3_Pos	0.0015416392902311345	0.8277698286072134		0.4317539583528769			
387606	2_6_Pos	0.26398870098640775						
187177	1_8_9_Pos	0.31217151131860776						
94310	4_5_Pos	0.20670033624198492						
1021362	4_5_Pos	0.050194820077928				0.8954407071905821		
171961	4_5_Pos	0.13262467492075705						
962989	4_5_Pos	0.020949082603203575		0.4112877734353298	0.5326971653101311			
347162	10_Pos	0.3489435090381655						
1055519	2_6_Neg	0.10632663236120234						
982672	4_5_Neg	0.007168541221562329		0.7985090227538558				
847262	2_6_Pos	0.04112046477732932						
399308	1_8_9_Pos	0.25550205301697343						
517604	1_8_9_Pos	0.2819588358532801						
202365	1_8_9_Pos	0.01117779676792255			0.441816966249169			
856750	4_5_Pos	0.14868671402051933			0.3944510832857065			
795956	10_Pos	0.27409559459582583	0.587485225013354					
955153	4_5_Neg	0.0460473782405896						
172360	4_5_Pos	0.2893292682926831						
532347	1_8_9_Pos	0.25550205301697343						
163287	2_6_Pos	0.13596038457653464						
287618	4_5_Neg	0.06701101131747748						
29103305	4_5_Pos	0.2813211643287794						
116324	4_5_Pos	0.37465818865371925						
1700770	4_5_Pos	0.13141029801854573						
122501	1_8_9_Pos	0.10772709565044591						
647363	10_Pos	0.12074716691447368			0.4240640309003448			
170361	4_5_Pos	0.23884329939272617						
795629	1_8_9_Pos	0.07866755296805736				0.6995886699702244		
721799	7_Pos	0.3438213304288896						
91846	4_5_Pos	0.19506103027348867						
187164	2_6_Pos	0.2633134338696478						
247306	7_Pos	0.12098039689991708		0.5820447901772836				
55712378	4_5_Pos	0.0839154655584051				0.6360260278242658		
19499179	4_5_Pos	0.21987951807228917				0.5731737812097897		
811477	1_8_9_Pos	0.017302305900511367			0.6206600040660275			
1040587	4_5_Pos	0.37172892859552403						
1046650	4_5_Pos	0.27082913679011317			0.9470571401316411			
290245	2_6_Pos	0.010132970270000785		0.43713538502236093				
281712378	4_5_Pos	0.01758817118087793			0.8659456267947723			
1136043	4_5_Pos	0.2904009312534246						
1206559	3_Pos	0.09793986332123059				0.6425335118618369		
270962	1_8_9_Pos	0.26442059923131245						
792406	7_Pos	0.0072927663246463255		0.9193334033861961				
1532881	3_Pos	0.34625652066531176	0.4592209532146985					
155931	7_Pos	0.3013981953454837						
526802	2_6_Pos	0.17253262882065987						
581951	4_5_Pos	0.33896550954183						
854480	4_5_Pos	0.010883369875685415			0.6126969508518918			
1182150	10_Pos	0.042919171325822084	0.7092852630570903					
894776	4_5_Pos	0.34755774995591643						
635017	1_8_9_Pos	0.3679655810999658						
802526	4_5_Neg	0.06596799428406211				0.5202280306376894		
92481	4_5_Pos	0.008880376465656864			0.8732621650560487			
188671	1_8_9_Pos	0.33991427099976						
875354	4_5_Pos	0.3356911979234852						
106755	2_6_Pos	0.11798312651081005				0.4793900799125775		
794191	4_5_Pos	0.3356911979234852						
93414	4_5_Pos	0.15844322023010232						
39502896	4_5_Pos	0.3610185176540829						
802788	10_Pos	0.10780285675421819	0.7589668793288257					
432528	3_Neg	0.015144962453094575		0.9610070478232543				
242970	2_6_Pos	0.1303898384507002			0.3944148924938316			
155296	7_Pos	0.27951800072940547			0.65749520920566			
449994	4_5_Pos	0.3553600261841416			0.41360592733468293			
396541	10_Pos	0.2021730801929868						
1188100	2_6_Pos	0.15725084270009518				0.47134985864032136		
157345	2_6_Pos	0.11798350910571465				0.7719946727746888		
11959179	4_5_Pos	0.059364933599682604			0.4018245505985611			
11219179	4_5_Pos	0.2893292682926831						
1149236	10_Pos	0.1768234650400053	0.5832412931027634					
195388	10_Pos	0.1539939939991549	0.642959582864475					
202515	10_Pos	0.32349929450724607						
727931	2_6_Pos	0.3598456577834882			0.45022466738467737			
306665	2_6_Pos	0.3102600101498079						
111585	2_6_Pos	0.1303898384507002			0.3944148924938316			
1224959	3_Pos	0.0644579797132835	0.9057703170841652					
285251	1_8_9_Pos	0.15858661129861581				0.6017215897793203		
422228	7_Neg	0.1848909542182775			0.879564243008413			
309319	1_8_9_Pos	0.12203779860035349						
181680	4_5_Neg	0.008530635892953801		0.5591140819009582				
856904	2_6_Pos	0.08186211076917714	0.4028897294504385					
423038	2_6_Pos	0.05163513642012792						
462779	2_6_Pos	0.08294530771283193						
201486	2_6_Pos	0.1723839975862067						
332712378	4_5_Pos	0.17846876701078218						
979367	4_5_Pos	0.022856736986991012			0.8659456267947717			
846457	2_6_Pos	0.2193236192856874						
605073	2_6_Pos	0.031501371306520275						
25812378	4_5_Neg	0.21940944691841235						
854869	3_Pos	0.028412780189815533	0.9937932795287827					
1159509	1_8_9_Pos	0.035038111696949086			0.592223301483028			
1064026	4_5_Pos	0.34370350994785204		0.4463120011654721				
115889	10_Pos	0.2257402605667214						
388236	10_Pos	0.2899988095841484						
152723	7_Neg	0.19801845025647022						
69216151	4_5_Pos	0.04467735148988281						
421765	2_6_Pos	0.17180359360037434						
98557	4_5_Pos	0.33737723859041013						
986268	4_5_Pos	0.20926149444690284			0.670686190066035			
36152881	3_Pos	0.06764693635779329	0.5492930120442346		0.39193979788569877			
188717	1_8_9_Pos	0.3097615267639635						
178390	4_5_Pos	0.24745762711864422						
162810	2_6_Pos	0.34063193247301443						
152223	7_Pos	0.11452205365702832		0.7945668726649255				
792586	7_Pos	0.04788794967941011		0.8292300941862529				
415315	1_8_9_Pos	0.2911952529392823						
69716151	4_5_Pos	0.18669708537370522						
105962	1_8_9_Pos	0.3116817052537329						
246430	2_6_Pos	0.05289581922980061			0.5374458037626512			
981209	4_5_Pos	0.16347271865983354						
810546	3_Pos	0.05343309324162806	0.43946526479435316		0.5399409067118963			
33312378	4_5_Pos	0.009760130058566414			0.6458803011612573			
1206686	10_Pos	0.2021730801929868						
1002860	4_5_Neg	0.004928045314604578					0.7953275680330585	
1321491	4_5_Pos	0.2534172271642439		0.6045921787319541				
983094	4_5_Pos	0.06650781414254676				0.4804328796641294		
167537	2_6_Pos	0.0027468064926732573		0.38078054583450066				
1231133	10_Pos	0.25170535690544765						
1031893	10_Pos	0.01085515531659041	0.9720772298336157					
699788	2_6_Neg	0.17204390935889496						
1002229	11_Neg	0.0013381143054237304				0.974058845200475		
423141	4_5_Pos	0.15965679676985203				0.413350663782671		
191972	2_6_Pos	0.2151778317799698						
182022	4_5_Pos	0.00481684677641751			0.8218752387987461			
93081	2_6_Pos	0.26992205585198326						
344387	11_Pos	0.016717821664680284			0.6871218501452144			
18849179	4_5_Pos	0.18966350618873531						
225016151	4_5_Pos	0.08566879656379996			0.5680933852140072			
1153884	4_5_Pos	0.3156022716238308						
424352	2_6_Pos	0.04152989227889039		0.43308738624533866				
1244972	10_Pos	0.036386789146981846	0.7130564639266369					
924501	11_Pos	0.012059617129862714			0.8414785838153203			
67816151	4_5_Pos	0.3599431532613444						
155184	7_Pos	0.3294230671221747			0.4403780474878537			
1701044	4_5_Pos	0.372141001415294						
193014	1_8_9_Pos	0.009658729648690294			0.6678096578838314			
11542881	3_Pos	0.289729988195973						
187940	4_5_Pos	0.2452530041903758			0.5487234157888071			
124134	2_6_Pos	0.03832538279242723	0.3960661531780484					
86442881	3_Pos	0.06305556707056523	0.6988420893744937					
1139257	3_Pos	0.013875161502398346	0.9800092249124351					
195134	2_6_Pos	0.11798312651081005				0.4793900799125775		
1001972	11_Neg	0.25311308338254657						
389183	10_Pos	0.3092963741860288						
649783	3_Pos	0.03167735607962142	0.904849701981725					
262682	4_5_Pos	0.05555833483785684			0.8442535822101284			
201303	10_Pos	0.16543967276388777						
196234	11_Pos	0.060269112288715676			0.6995820291513517			
50632896	4_5_Pos	0.2234569965608093			0.5680933852140078			
622783	4_5_Neg	0.042506556039390124		0.9065092161270403				
611473	1_8_9_Pos	0.3679655810999658						
